,FID,BIORE_102,BIORE_103,BIORE_114,BIORE_116,BIORE_117,BIORE_118,BIORE_119,BIORE_121,BIORE_13,BIORE_132,BIORE_142,BIORE_147,BIORE_15,BIORE_16,BIORE_23,BIORE_26,BIORE_27,BIORE_29,BIORE_3,BIORE_4,geometry,best_solution,select_freq,status
507,507,6086095.055,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.5803539476942 -14.16043524637399, 143.6496607827438 -14.12472365849838, 143.7159728340175 -14.16551005918195, 143.7130077669392 -14.24203793052323, 143.6436621152976 -14.27777687933976, 143.57732035193 -14.23696058203221, 143.5803539476942 -14.16043524637399))",0,1,0
508,508,34625685,96611730,,,,,,,,,,,,,,,,,,,"POLYGON ((143.7159728340175 -14.16551005918195, 143.785249950096 -14.12973915651384, 143.8516007142914 -14.17046874452209, 143.8487041895538 -14.24699909367739, 143.7793883537808 -14.28279739085728, 143.7130077669392 -14.24203793052323, 143.7159728340175 -14.16551005918195))",0,11,0
509,509,,26777780.96,,,,,,,333721.1415,,,,,,,,,,,,"POLYGON ((143.8516007142914 -14.17046874452209, 143.920848001003 -14.13463855030915, 143.9872373811816 -14.17531129111925, 143.984409412126 -14.25184406020305, 143.915123502815 -14.28770168240011, 143.8487041895538 -14.24699909367739, 143.8516007142914 -14.17046874452209))",0,0,0
510,510,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.9872373811816 -14.17531129111925, 144.0564547282467 -14.13942182874857, 144.1228826272731 -14.18003768796068, 144.1201232269269 -14.25657281907148, 144.0508673545548 -14.29248974279993, 143.984409412126 -14.25184406020305, 143.9872373811816 -14.17531129111925))",0,0,0
511,511,17835164.55,91422771.24,,,,,,,4483552.508,,,,,,,,,,,,"POLYGON ((144.1228826272731 -14.18003768796068, 144.192069924529 -14.14408898095874, 144.2585362450722 -14.18464792429669, 144.2558454261489 -14.26118535951747, 144.1866197010741 -14.2971615611518, 144.1201232269269 -14.25657281907148, 144.1228826272731 -14.18003768796068))",0,10,0
512,512,78564332.05,105538479.7,,,,,,,1344175.915,,,,,,,,,,,,"POLYGON ((144.2585362450722 -14.18464792429669, 144.3276933824742 -14.14863999632913, 144.3941980270078 -14.18914198964049, 144.3915758019066 -14.2656816710388, 144.322380334369 -14.30171712681429, 144.2558454261489 -14.26118535951747, 144.2585362450722 -14.18464792429669))",1,48,0
513,513,80514351.67,6254195.073,,,,,,,,,,,,,,,,,,,"POLYGON ((144.3941980270078 -14.18914198964049, 144.4633248946305 -14.15307486451188, 144.529867765434 -14.19351987376836, 144.5273141462397 -14.27006174339693, 144.4581490463591 -14.30615642940942, 144.3915758019066 -14.2656816710388, 144.3941980270078 -14.18914198964049))",0,14,0
514,514,52511380.82,43119801.66,,,,36311934.64,,,210820.8117,,,,742381.8399,,,5556583.455,,,,,"POLYGON ((144.529867765434 -14.19351987376836, 144.598964253472 -14.15739357542234, 144.6655452526313 -14.19778156671977, 144.6630602511141 -14.27432556661691, 144.5939256288895 -14.3104794588231, 144.5273141462397 -14.27006174339693, 144.529867765434 -14.19351987376836))",0,22,0
515,515,,,,,,27539576.29,,,,,,,,,2718545.284,155994244.6,,,,,"POLYGON ((144.6655452526313 -14.19778156671977, 144.7346112514005 -14.16159611923862, 144.8012302808092 -14.2019270587975, 144.7988139084246 -14.2784731309873, 144.7297098737327 -14.31468620520497, 144.6630602511141 -14.27432556661691, 144.6655452526313 -14.19778156671977))",0,25,0
516,516,,,,23298604.76,,129967202.4,,,,7848640.67,,,,,,9700582.136,,,15439020.07,,"POLYGON ((144.8012302808092 -14.2019270587975, 144.8702656807476 -14.16568248640234, 144.9369226421075 -14.20595634056779, 144.934574909996 -14.28250442706067, 144.8655015725905 -14.31877665896857, 144.7988139084246 -14.2784731309873, 144.8012302808092 -14.2019270587975))",0,16,0
517,517,,,,64003729.39,,52027577.51,,,,40778089.39,,,,,,,,,29446288.81,,"POLYGON ((144.9369226421075 -14.20595634056779, 145.0059273337764 -14.16965266761805, 145.0726221285985 -14.2098694028603, 145.0703430475855 -14.28641944565334, 145.0013005170961 -14.32275081079157, 144.934574909996 -14.28250442706067, 144.9369226421075 -14.20595634056779))",1,27,0
518,518,,,,52793165.59,,,,,,110239456.2,,,,,,,,,23224649.74,,"POLYGON ((145.0726221285985 -14.2098694028603, 145.1415960026836 -14.17350665385392, 145.208328532289 -14.21366623676842, 145.2061181128848 -14.29021817784573, 145.1371064988156 -14.32660865161574, 145.0703430475855 -14.28641944565334, 145.0726221285985 -14.2098694028603))",0,31,0
519,519,,,,11201186.64,,,,,,172579576,,,,,,,,,2478046.855,,"POLYGON ((145.208328532289 -14.21366623676842, 145.2772714796014 -14.17724443634143, 145.3440416451221 -14.21734683364915, 145.3418998975212 -14.29390061498217, 145.2729193092505 -14.33035017264712, 145.2061181128848 -14.29021817784573, 145.208328532289 -14.21366623676842))",0,30,0
520,520,,,,,,,,,,186260298.9,,,,,,,,,,,"POLYGON ((145.3440416451221 -14.21734683364915, 145.4129535565989 -14.18086600657577, 145.4797612589788 -14.22091118512335, 145.4776881930603 -14.29746674867143, 145.4087387398391 -14.33397536535594, 145.3418998975212 -14.29390061498217, 145.3440416451221 -14.21734683364915))",0,26,0
521,521,,,,,,,,,,161791407,,,,,,,,,,,"POLYGON ((145.4797612589788 -14.22091118512335, 145.5486420256849 -14.18437135631562, 145.6154871656804 -14.22435928307575, 145.6134827910077 -14.30091657078642, 145.5445645819585 -14.33748422147703, 145.4776881930603 -14.29746674867143, 145.4797612589788 -14.22091118512335))",0,17,0
522,522,,,,,,,,,,17865132.17,,,,,,,,,,,"POLYGON ((145.6154871656804 -14.22435928307575, 145.684336678809 -14.18776047758365, 145.7512191569902 -14.22769111965516, 145.7492834828106 -14.3042500734644, 145.6803966269269 -14.34087673300956, 145.6134827910077 -14.30091657078642, 145.6154871656804 -14.22435928307575))",0,0,0
523,523,50892563.53,76159618.48,,,,,,,,,,,,,,,,,,,"POLYGON ((143.652655568817 -14.04819623279859, 143.7218939787568 -14.01245269076999, 143.7881763042243 -14.05320922762429, 143.785249950096 -14.12973915651384, 143.7159728340175 -14.16551005918195, 143.6496607827438 -14.12472365849838, 143.652655568817 -14.04819623279859))",1,24,0
524,524,,185403782.7,,,,,,,788650.2002,,,,,,,,,,,,"POLYGON ((143.7881763042243 -14.05320922762429, 143.8573849815793 -14.01740642752112, 143.9237059097291 -14.05810617602534, 143.920848001003 -14.13463855030915, 143.8516007142914 -14.17046874452209, 143.785249950096 -14.12973915651384, 143.7881763042243 -14.05320922762429))",1,25,0
525,525,,115746091.9,,,,,,,1309138.637,,,,,,,,,,,,"POLYGON ((143.9237059097291 -14.05810617602534, 143.9928847444163 -14.02224414113643, 144.059244178426 -14.06288706688213, 144.0564547282467 -14.13942182874857, 143.9872373811816 -14.17531129111925, 143.920848001003 -14.13463855030915, 143.9237059097291 -14.05810617602534))",0,9,0
526,526,,120708244.4,,,,,,,,,,,,,,,,,,,"POLYGON ((144.059244178426 -14.06288706688213, 144.1283930604787 -14.02696582063525, 144.1947909033302 -14.06755188933709, 144.192069924529 -14.14408898095874, 144.1228826272731 -14.18003768796068, 144.0564547282467 -14.13942182874857, 144.059244178426 -14.06288706688213))",0,1,0
527,527,,165123700.3,,,,,,,8315167.298,,,,,,,,,,,,"POLYGON ((144.1947909033302 -14.06755188933709, 144.2639097228986 -14.03157145529894, 144.3303458773789 -14.07210063279505, 144.3276933824742 -14.14863999632913, 144.2585362450722 -14.18464792429669, 144.192069924529 -14.14408898095874, 144.1947909033302 -14.06755188933709))",0,40,0
528,528,1160960.177,138284830.6,,,,,,,314339.1844,,,,,,,,,,,,"POLYGON ((144.3303458773789 -14.07210063279505, 144.3994345247318 -14.03606103467121, 144.4659088934337 -14.07653328692324, 144.4633248946305 -14.15307486451188, 144.3941980270078 -14.18914198964049, 144.3276933824742 -14.14863999632913, 144.3303458773789 -14.07210063279505))",0,14,0
529,529,17014448.62,135029063.7,,,,,,,8575464.802,,,,,,,,,,,,"POLYGON ((144.4659088934337 -14.07653328692324, 144.534967258959 -14.04043454855797, 144.6014797442823 -14.08084984165162, 144.598964253472 -14.15739357542234, 144.529867765434 -14.19351987376836, 144.4633248946305 -14.15307486451188, 144.4659088934337 -14.07653328692324))",0,47,0
530,530,,86110297.7,,71520776.95,,5671519.484,,,12240894.69,,,,,,,10660371.21,,,,,"POLYGON ((144.6014797442823 -14.08084984165162, 144.6705077184882 -14.04469198702764, 144.7370582226401 -14.08505028717262, 144.7346112514005 -14.16159611923862, 144.6655452526313 -14.19778156671977, 144.598964253472 -14.15739357542234, 144.6014797442823 -14.08084984165162))",1,48,0
531,531,,,,17274796.49,,3567283.515,,,1037330.124,74749741.44,,,,,,21029567.79,,,68546871.74,,"POLYGON ((144.7370582226401 -14.08505028717262, 144.8060556961564 -14.04883334041111, 144.8726441211528 -14.08913461394159, 144.8702656807476 -14.16568248640234, 144.8012302808092 -14.2019270587975, 144.7346112514005 -14.16159611923862, 144.7370582226401 -14.08505028717262))",0,47,0
532,532,,,,6662979.124,,,,,,178306289.8,,,,,,,,,1238003.849,,"POLYGON ((144.8726441211528 -14.08913461394159, 144.9416109847315 -14.05285859930202, 145.0082372323976 -14.09310281267671, 145.0059273337764 -14.16965266761805, 144.9369226421075 -14.20595634056779, 144.8702656807476 -14.16568248640234, 144.8726441211528 -14.08913461394159))",0,27,0
533,533,,,,,,,,,,179073399.8,,,,,,,,,,,"POLYGON ((145.0082372323976 -14.09310281267671, 145.0771733769141 -14.05676775455659, 145.1438373488853 -14.09695487435923, 145.1415960026836 -14.17350665385392, 145.0726221285985 -14.2098694028603, 145.0059273337764 -14.16965266761805, 145.0082372323976 -14.09310281267671))",0,22,0
534,534,,,,,,,,,,165719988.2,,,,,,,,,,,"POLYGON ((145.1438373488853 -14.09695487435923, 145.2127426653396 -14.06056079729407, 145.2794442630623 -14.10069079023335, 145.2772714796014 -14.17724443634143, 145.208328532289 -14.21366623676842, 145.1415960026836 -14.17350665385392, 145.1438373488853 -14.09695487435923))",0,18,0
535,535,,,,,,,,,,135984341,,,,,,,,,,,"POLYGON ((145.2794442630623 -14.10069079023335, 145.34831864258 -14.0642377188966, 145.4150577673128 -14.10431055180651, 145.4129535565989 -14.18086600657577, 145.3440416451221 -14.21734683364915, 145.2772714796014 -14.17724443634143, 145.2794442630623 -14.10069079023335))",0,9,0
536,536,,,,,,,,,,75541745.01,,,,,,,,,,,"POLYGON ((145.4150577673128 -14.10431055180651, 145.4839011011458 -14.06779851100929, 145.5506776539599 -14.10781415084969, 145.5486420256849 -14.18437135631562, 145.4797612589788 -14.22091118512335, 145.4129535565989 -14.18086600657577, 145.4150577673128 -14.10431055180651))",0,5,0
537,537,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.5506776539599 -14.10781415084969, 145.6194898334877 -14.07124316554052, 145.6863037152682 -14.11120157939677, 145.684336678809 -14.18776047758365, 145.6154871656804 -14.22435928307575, 145.5486420256849 -14.18437135631562, 145.5506776539599 -14.10781415084969))",0,0,0
538,538,82177177.29,25673645.88,,,,,,,,,,,,,,,,,,,"POLYGON ((143.5894363511413 -13.93085597853684, 143.6586360686134 -13.89513976333432, 143.7248500654936 -13.9359231986929, 143.7218939787568 -14.01245269076999, 143.652655568817 -14.04819623279859, 143.5864119426577 -14.00738294212569, 143.5894363511413 -13.93085597853684))",0,18,0
539,539,,149063675.2,,,,,,,4130743.538,,,,,,,,,,,,"POLYGON ((143.7248500654936 -13.9359231986929, 143.7940201468509 -13.90014775888396, 143.8602727329969 -13.94087446466139, 143.8573849815793 -14.01740642752112, 143.7881763042243 -14.05320922762429, 143.7218939787568 -14.01245269076999, 143.7248500654936 -13.9359231986929))",0,20,0
540,540,,12429490.4,,,,,,,35084.98815,,,,,,,,,,,,"POLYGON ((143.8602727329969 -13.94087446466139, 143.9294130683528 -13.90503982343673, 143.9957041472542 -13.94570976521598, 143.9928847444163 -14.02224414113643, 143.9237059097291 -14.05810617602534, 143.8573849815793 -14.01740642752112, 143.8602727329969 -13.94087446466139))",0,0,0
541,541,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.9957041472542 -13.94570976521598, 144.0648146268375 -13.90981594590517, 144.131144101788 -13.95042908939196, 144.1283930604787 -14.02696582063525, 144.059244178426 -14.06288706688213, 143.9928847444163 -14.02224414113643, 143.9957041472542 -13.94570976521598))",0,0,0
542,542,,1967196.504,,,,,,,,,,,,,,,,,,,"POLYGON ((144.131144101788 -13.95042908939196, 144.200224615944 -13.91447611546316, 144.2665923900429 -13.95503242648627, 144.2639097228986 -14.03157145529894, 144.1947909033302 -14.06755188933709, 144.1283930604787 -14.02696582063525, 144.131144101788 -13.95042908939196))",0,0,0
543,543,,6198088.01,,,,,,,,,,,,,,,,,4352982.679,,"POLYGON ((144.2665923900429 -13.95503242648627, 144.3356428292341 -13.91902032154629, 144.4020488053867 -13.95951976605771, 144.3994345247318 -14.03606103467121, 144.3303458773789 -14.07210063279505, 144.2639097228986 -14.03157145529894, 144.2665923900429 -13.95503242648627))",0,0,0
544,544,,,,,,,,,,29503644.41,,,,,,,,,16077714.39,,"POLYGON ((144.4020488053867 -13.95951976605771, 144.4710690601942 -13.92344855385169, 144.5375131411128 -13.96389109792701, 144.534967258959 -14.04043454855797, 144.4659088934337 -14.07653328692324, 144.3994345247318 -14.03606103467121, 144.4020488053867 -13.95951976605771))",0,3,0
545,545,,8078351.202,,100253024,,,,,,6267939.851,,,,,,,,,5088217.114,,"POLYGON ((144.5375131411128 -13.96389109792701, 144.6065031022372 -13.92776080233848, 144.6729851904418 -13.96814641217693, 144.6705077184882 -14.04469198702764, 144.6014797442823 -14.08084984165162, 144.534967258959 -14.04043454855797, 144.5375131411128 -13.96389109792701))",0,9,0
546,546,,,,53033639.16,,,,,,87152211,,,,,,,,,45970576.8,,"POLYGON ((144.6729851904418 -13.96814641217693, 144.7419447487042 -13.93195705722759, 144.8084647465236 -13.9722856991525, 144.8060556961564 -14.04883334041111, 144.7370582226401 -14.08505028717262, 144.6705077184882 -14.04469198702764, 144.6729851904418 -13.96814641217693))",1,30,0
547,547,,,,,,,,,,148736664.8,,,,,,,,,,,"POLYGON ((144.8084647465236 -13.9722856991525, 144.8773937928665 -13.93603730900202, 144.9439516024391 -13.97630894946088, 144.9416109847315 -14.05285859930202, 144.8726441211528 -14.08913461394159, 144.8060556961564 -14.04883334041111, 144.8084647465236 -13.9722856991525))",0,11,0
548,548,,,,,,,,,,56757318.5,,,,,,,,,,,"POLYGON ((144.9439516024391 -13.97630894946088, 145.0128500279278 -13.94000154840684, 145.0794455512022 -13.98021615397172, 145.0771733769141 -14.05676775455659, 145.0082372323976 -14.09310281267671, 144.9416109847315 -14.05285859930202, 144.9439516024391 -13.97630894946088))",0,2,0
549,549,,,,,,,,,,2103320.876,,,,,,,,,,,"POLYGON ((145.0794455512022 -13.98021615397172, 145.1483132470255 -13.94384976644945, 145.2149463857617 -13.98400730381701, 145.2127426653396 -14.06056079729407, 145.1438373488853 -14.09695487435923, 145.0771733769141 -14.05676775455659, 145.0794455512022 -13.98021615397172))",0,0,0
550,550,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.2149463857617 -13.98400730381701, 145.283783243233 -13.94758195439954, 145.3504538990031 -13.9876823903914, 145.34831864258 -14.0642377188966, 145.2794442630623 -14.10069079023335, 145.2127426653396 -14.06056079729407, 145.2149463857617 -13.98400730381701))",0,0,0
551,551,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.3504538990031 -13.9876823903914, 145.4192598095615 -13.95119810378918, 145.4859678837505 -13.99124140535228, 145.4839011011458 -14.06779851100929, 145.4150577673128 -14.10431055180651, 145.34831864258 -14.0642377188966, 145.3504538990031 -13.9876823903914))",0,0,0
552,552,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.4859678837505 -13.99124140535228, 145.5547427389617 -13.95469820641294, 145.6214881327687 -13.99468434061963, 145.6194898334877 -14.07124316554052, 145.5506776539599 -14.10781415084969, 145.4839011011458 -14.06779851100929, 145.4859678837505 -13.99124140535228))",0,0,0
553,553,3959259.493,130958214.6,,,,,,,3275021.814,,,,,,,,,,,,"POLYGON ((143.6616217914887 -13.81861072457722, 143.7307532903222 -13.78286261130547, 143.7969376442936 -13.82361622403301, 143.7940201468509 -13.90014775888396, 143.7248500654936 -13.9359231986929, 143.6586360686134 -13.89513976333432, 143.6616217914887 -13.81861072457722))",0,22,0
554,554,,,,,,,,,3087135.128,,,,,,,,,,,,"POLYGON ((143.7969376442936 -13.82361622403301, 143.8660394934807 -13.78780894271362, 143.9322623269869 -13.82850585012431, 143.9294130683528 -13.90503982343673, 143.8602727329969 -13.94087446466139, 143.7940201468509 -13.90014775888396, 143.7969376442936 -13.82361622403301))",0,0,0
555,555,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.9322623269869 -13.82850585012431, 144.0013344169521 -13.79263942398889, 144.067595633598 -13.83327959177973, 144.0648146268375 -13.90981594590517, 143.9957041472542 -13.94570976521598, 143.9294130683528 -13.90503982343673, 143.9322623269869 -13.82850585012431))",0,0,0
556,556,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.067595633598 -13.83327959177973, 144.1366378548809 -13.79735404419828, 144.2029373580768 -13.83793743818889, 144.200224615944 -13.91447611546316, 144.131144101788 -13.95042908939196, 144.0648146268375 -13.90981594590517, 144.067595633598 -13.83327959177973))",0,0,0
557,557,,,,,,,,,,2031269.797,,,,,,,,,37850735.75,,"POLYGON ((144.2029373580768 -13.83793743818889, 144.271949601334 -13.80195279266968, 144.3382872942966 -13.84247937880258, 144.3356428292341 -13.91902032154629, 144.2665923900429 -13.95503242648627, 144.200224615944 -13.91447611546316, 144.2029373580768 -13.83793743818889))",0,2,0
558,558,,,,,,,,,,148607608.5,,,,,,,,,25998044.99,,"POLYGON ((144.3382872942966 -13.84247937880258, 144.407269450302 -13.80643565899226, 144.4736452360551 -13.84690540333304, 144.4710690601942 -13.92344855385169, 144.4020488053867 -13.95951976605771, 144.3356428292341 -13.91902032154629, 144.3382872942966 -13.84247937880258))",1,24,0
559,559,,,,755124.8742,,,,,,183541772.2,,,,,,,,,1598780.842,,"POLYGON ((144.4736452360551 -13.84690540333304, 144.5425971957013 -13.81080263301602, 144.6090109770769 -13.85121550175381, 144.6065031022372 -13.92776080233848, 144.5375131411128 -13.96389109792701, 144.4710690601942 -13.92344855385169, 144.4736452360551 -13.84690540333304))",0,24,0
560,560,,,,725083.4129,,,,,,164831209.9,,,,,,,,,20550265.03,,"POLYGON ((144.6090109770769 -13.85121550175381, 144.6779326313763 -13.81505370485274, 144.744384311015 -13.85540966429999, 144.7419447487042 -13.93195705722759, 144.6729851904418 -13.96814641217693, 144.6065031022372 -13.92776080233848, 144.6090109770769 -13.85121550175381))",0,27,0
561,561,,,,,,,,,,93275106.44,,,,,,,,,,,"POLYGON ((144.744384311015 -13.85540966429998, 144.8132755511004 -13.81918886487509, 144.8797650314527 -13.85948788146836, 144.8773937928665 -13.93603730900202, 144.8084647465236 -13.9722856991525, 144.7419447487042 -13.93195705722759, 144.744384311015 -13.85540966429998))",0,4,0
562,562,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.8797650314527 -13.85948788146836, 144.948625748579 -13.82320810371765, 145.0151529319058 -13.86345014401749, 145.0128500279278 -13.94000154840684, 144.9439516024391 -13.97630894946088, 144.8773937928665 -13.93603730900202, 144.8797650314527 -13.85948788146836))",0,0,0
563,563,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.0151529319058 -13.86345014401749, 145.0839830174504 -13.82711141227641, 145.1505478058241 -13.86729644296773, 145.1483132470255 -13.94384976644945, 145.0794455512022 -13.98021615397172, 145.0128500279278 -13.94000154840684, 145.0151529319058 -13.86345014401749))",0,0,0
564,564,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.1505478058241 -13.86729644296773, 145.2193471512883 -13.83089878170916, 145.2859494465934 -13.87102676960142, 145.283783243233 -13.94758195439954, 145.2149463857617 -13.98400730381701, 145.1483132470255 -13.94384976644945, 145.1505478058241 -13.86729644296773))",0,0,0
565,565,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.2859494465934 -13.87102676960142, 145.3547179436032 -13.83457020343543, 145.4213576475378 -13.87464111546297, 145.4192598095615 -13.95119810378918, 145.3504538990031 -13.9876823903914, 145.283783243233 -13.94758195439954, 145.2859494465934 -13.87102676960142))",0,0,0
566,566,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.4213576475378 -13.87464111546297, 145.490095187845 -13.83812566913677, 145.5567722019208 -13.87813947235889, 145.5547427389617 -13.95469820641294, 145.4859678837505 -13.99124140535228, 145.4192598095615 -13.95119810378918, 145.4213576475378 -13.87464111546297))",0,0,0
567,567,2982522.737,171779919.8,,,,,,,1369298.177,,,,,,,,,,,,"POLYGON ((143.5984912761067 -13.70127187198983, 143.6675842060047 -13.66555105155681, 143.7337004374347 -13.70633152100883, 143.7307532903222 -13.78286261130547, 143.6616217914887 -13.81861072457722, 143.5954760132518 -13.77780044095828, 143.5984912761067 -13.70127187198983))",0,22,0
568,568,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.7337004374347 -13.70633152100883, 143.8027638137312 -13.67055156589411, 143.8689185113606 -13.71127538863177, 143.8660394934807 -13.78780894271362, 143.7969376442936 -13.82361622403301, 143.7307532903222 -13.78286261130547, 143.7337004374347 -13.70633152100883))",0,0,0
569,569,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.8689185113606 -13.71127538863177, 143.9379522246751 -13.67543632196934, 144.0041452924185 -13.71610346368104, 144.0013344169521 -13.79263942398889, 143.9322623269869 -13.82850585012431, 143.8660394934807 -13.78780894271362, 143.8689185113606 -13.71127538863177))",0,0,0
570,570,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.0041452924185 -13.71610346368104, 144.0731492334855 -13.68020530874305, 144.1393805750634 -13.72081573523951, 144.1366378548809 -13.79735404419828, 144.067595633598 -13.83327959177973, 144.0013344169521 -13.79263942398889, 144.0041452924185 -13.71610346368104))",0,0,0
571,571,,,,,,,,,,42438731.91,,,,,,,,,18146879.68,,"POLYGON ((144.1393805750634 -13.72081573523951, 144.2083546347326 -13.68485851543615, 144.2746241536722 -13.7254121926505, 144.271949601334 -13.80195279266968, 144.2029373580768 -13.83793743818889, 144.1366378548809 -13.79735404419828, 144.1393805750634 -13.72081573523951))",0,5,0
572,572,,,,,,,,,,179056956.4,,,,,,,,,5022205.377,,"POLYGON ((144.2746241536722 -13.7254121926505, 144.3435682229104 -13.68939593152994, 144.409875822546 -13.72989282551813, 144.407269450302 -13.80643565899226, 144.3382872942966 -13.84247937880258, 144.271949601334 -13.80195279266968, 144.2746241536722 -13.7254121926505))",1,28,0
573,573,,,,,,,,,,131784353.7,,,,,,,,,,,"POLYGON ((144.409875822546 -13.72989282551813, 144.4787897924378 -13.6938175467664, 144.545135375912 -13.73425762370736, 144.5425971957013 -13.81080263301602, 144.4736452360551 -13.84690540333304, 144.407269450302 -13.80643565899226, 144.409875822546 -13.72989282551813))",0,11,0
574,574,,,,,,,,,,26085129.87,,,,,,,,,,,"POLYGON ((144.545135375912 -13.73425762370736, 144.6140191376606 -13.69812335114812, 144.680402607925 -13.73850657734394, 144.6779326313763 -13.81505370485274, 144.6090109770769 -13.85121550175381, 144.5425971957013 -13.81080263301602, 144.545135375912 -13.73425762370736))",0,0,0
575,575,,,,,,,,,,46383052.03,,,,,,,,,,,"POLYGON ((144.680402607925 -13.73850657734394, 144.7492560528538 -13.70231333493847, 144.8156773126699 -13.74263967681474, 144.8132755511004 -13.81918886487509, 144.744384311015 -13.85540966429998, 144.6779326313763 -13.81505370485274, 144.680402607925 -13.73850657734394))",0,2,0
576,576,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.8156773126699 -13.74263967681474, 144.8845003322229 -13.70638748866175, 144.9509592841628 -13.74665691276782, 144.948625748579 -13.82320810371765, 144.8797650314527 -13.85948788146836, 144.8132755511004 -13.81918886487509, 144.8156773126699 -13.74263967681474))",0,0,0
577,577,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.9509592841628 -13.74665691276782, 145.019751769906 -13.71034580310314, 145.0862483163536 -13.75055827611237, 145.0839830174504 -13.82711141227641, 145.0151529319058 -13.86345014401749, 144.948625748579 -13.82320810371765, 144.9509592841628 -13.74665691276782))",0,0,0
578,578,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.0862483163536 -13.75055827611237, 145.1550101599758 -13.71418826930915, 145.2215442031275 -13.75434375801899, 145.2193471512883 -13.83089878170916, 145.1505478058241 -13.86729644296773, 145.0839830174504 -13.82711141227641, 145.0862483163536 -13.75055827611237))",0,0,0
579,579,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.2215442031275 -13.75434375801899, 145.2902752964414 -13.71791487858734, 145.3568467383066 -13.75801334991965, 145.3547179436032 -13.83457020343543, 145.2859494465934 -13.87102676960142, 145.2193471512883 -13.83089878170916, 145.2215442031275 -13.75434375801899))",0,0,0
580,580,,,,,,,,,,,,,,,,,,,,,"POLYGON ((145.3568467383066 -13.75801334991965, 145.4255469732501 -13.72152562250645, 145.4921557156525 -13.76156704350782, 145.490095187845 -13.83812566913677, 145.4213576475378 -13.87464111546297, 145.3547179436032 -13.83457020343543, 145.3568467383066 -13.75801334991965))",0,0,0
581,581,,49435805.43,,,,,,,1140083.834,,,,,,,,,,,,"POLYGON ((143.6705609067423 -13.58902042232091, 143.7395858235409 -13.55326775976846, 143.8056724946166 -13.594018447626, 143.8027638137312 -13.67055156589411, 143.7337004374347 -13.70633152100878, 143.6675842060047 -13.66555105155681, 143.6705609067423 -13.58902042232091))",0,0,0
582,582,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.8056724946166 -13.594018447626, 143.874667844364 -13.55820670679226, 143.9407928724129 -13.59890077213922, 143.9379522246751 -13.67543632196934, 143.8689185113606 -13.71127538863171, 143.8027638137312 -13.67055156589411, 143.8056724946166 -13.594018447626))",0,0,0
583,583,,,,,,,,,,,,,,,,,,,,,"POLYGON ((143.9407928724129 -13.59890077213922, 144.0097585460375 -13.56302997619872, 144.0759218350893 -13.60366738483692, 144.0731492334855 -13.68020530874305, 144.0041452924185 -13.71610346368104, 143.9379522246751 -13.67543632196934, 143.9407928724129 -13.59890077213922))",0,0,0
584,584,,,,,,,,,,118193266.6,,,,,,,,,24169034.03,,"POLYGON ((144.0759218350893 -13.60366738483692, 144.1448577236344 -13.56773755710219, 144.2110591775255 -13.60831827495578, 144.2083546347326 -13.68485851543615, 144.1393805750634 -13.72081573523949, 144.0731492334855 -13.68020530874305, 144.0759218350893 -13.60366738483692))",0,19,0
585,585,,,,,,,,,,186000806.7,,,,,,,,,,,"POLYGON ((144.2110591775255 -13.60831827495578, 144.2799651721504 -13.57232943887688, 144.3462046945247 -13.61285343199219, 144.3435682229104 -13.68939593152994, 144.2746241536722 -13.72541219265045, 144.2083546347326 -13.68485851543615, 144.2110591775255 -13.60831827495578))",1,23,0
586,586,,,,,,,,,,134175923.3,,,,,,,,,,,"POLYGON ((144.3462046945247 -13.61285343199219, 144.4150806865056 -13.57680561115695, 144.4813581808153 -13.61727284570294, 144.4787897924378 -13.6938175467664, 144.409875822546 -13.72989282551811, 144.3435682229104 -13.68939593152994, 144.3462046945247 -13.61285343199219))",0,10,0
587,587,,,,,,,,,,,,,,,,,,,,,"POLYGON ((144.4813581808153 -13.61727284570294, 144.5502040615466 -13.58116606383658, 144.6165194310532 -13.62157650610515, 144.6140191376606 -13.69812335114812, 144.545135375912 -13.7342576237073, 144.4787897924378 -13.6938175467664, 144.4813581808153 -13.61727284570294))",0,0,0
